branch,branchSlug,academicYear,pattern,subject,subjectSlug,resourceType,examType,paperMonth,paperYear,fileId,accessType
Electrical Engineering,electrical-engineering,SE,2015 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2017,12uihNEP1uTAmMeCj_EuNIT-c3cM_TDPp,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,Nov_Dec,2017,13l4WKeRuPvj5LAQmqbNtKhG-CiPLmiP1,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,May_Jun,2017,1HyXEgBdKPjpkthqur5G_xFtC4fZORpdS,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,Nov_Dec,2016,1wwpGWRgJU_s9Wx5SEMNZPLhJ-YSsvtIe,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,May_Jun,2016,1csyZQaFBSpMzsWT9aNUz74Bhm5A6rHRx,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,Nov_Dec,2015,1bugY7hTH60XRzSN5uBm3vmCHHma99k8P,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,May_Jun,2015,1NMT6L2Io3_zNwr5fAMPpZFY-GRujoALt,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,Nov_Dec,2014,1z3A2VWYzLbxuxCEKKNqKtUyzG0uteABT,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Systems I,power-systems-i,PYQ,ENDSEM,May_Jun,2014,1BTNSevcg7WdQLYuXt68O8iBP4Ndbgbh5,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,May_Jun,2018,1mvvl5Nj0j2IaL92UG1yx_hesqqU2TjYE,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,May_Jun,2017,1Io3Ai2udSSC7UwX7xZK9-hWkbiyiEU4E,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,Nov_Dec,2016,1_DCBGM1KgR9UPCs1NN2rVl1I_y0S52gC,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,May_Jun,2016,1gZubEa34geCr7RoHe3Tka_s0n26z1dYE,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,Nov_Dec,2015,1sTTfWq0hGLZPBXxpLts1zZ0cEkRQfzvj,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,May_Jun,2015,1IQGVVOKTUQxfkEVYLcnmLIJxqVrfS8dE,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,Nov_Dec,2014,1pUIYp7z3BNlYpRqL71ipq6trc_RyV4Vo,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Numerical Methods and Computer Programming,numerical-methods-and-computer-programming,PYQ,ENDSEM,May_Jun,2014,1i7J1znqcQbshlfvWp5-lOioEMc-MhY_V,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,May_Jun,2018,1jvCC5IGwMdBY2zIkJO9kkKbPnUrFHGZ_,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,Nov_Dec,2017,1wJJK3jWx3HNZhHtxK6Dx3VKLvkTk3PdX,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,May_Jun,2017,1fuYi2Guhc37ltfgDfADHHbEMVqKqeKUs,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,Nov_Dec,2016,1R5UMDxFxKxIy9-OySV5xkOpC6Gc1qCi1,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,May_Jun,2016,1U5iy58iz8-JAxp8vFL03yEb8REmisA5_,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,Nov_Dec,2015,1X6oGUcgt5qizCjiy37YtSNA6n9T-loNU,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,May_Jun,2015,1Jr8is43gkjIO3EHfh2r7SYv7MhfCYStT,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,Nov_Dec,2014,1AD732DODVem8oLwGM1XWfrivGHV-95a8,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,May_Jun,2014,13QZCBc3ocxzR2H5F2rIdg5nD44VBXTCC,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Power Generation Technology,power-generation-technology,PYQ,ENDSEM,Nov_Dec,2013,1_qYau8whi49_yxh9gN-YUDLMutKhpNnj,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,May_Jun,2018,1PxBQN8ktY94-38yjwfzG8B3N-K-j9yPW,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,Nov_Dec,2017,1Dc7leLS57Cq4ujOsJCleI8NomARQ0vKJ,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,May_Jun,2017,1PpzEHP72GVesTNZqRQyYbKWg_tOq2LHf,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,Nov_Dec,2016,1YPisVIhBrMmEFyGsDsRkZdRVlqMMBQri,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,May_Jun,2016,1Xl1Zr0sTmiJM7rN7vZl8aM_3ub9Kn9-9,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,Nov_Dec,2015,1I7UrAWc07MqGibFf1_0A9Sw63m-VfJKo,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,May_Jun,2015,171GjKPyLAyT33oHvc150U6IyxVLranqC,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Network Analysis,network-analysis,PYQ,ENDSEM,May_Jun,2014,1tbRRPcjmRokL2T-FhO0HPh777cELWK2i,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,May_Jun,2018,1VRkSiv94XB4VI8wuNCZFcJGLZDtcsY-y,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,Nov_Dec,2017,16D-w_qiCr62TEaZBTB8qdtt5gCyPysmZ,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,May_Jun,2017,1ahXoF7f7mufl3MIFVsY1s4rwfddqaPnr,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,Nov_Dec,2016,1hc1OwGCPQsKWg7UHRZlu27bXBcUGp244,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,May_Jun,2016,1uzRALicop4enJxNhVo9Tm3ayS2r94Nda,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,Nov_Dec,2015,17PdBUDgxQSwCOM_-HTnR2gNNjYI5Hdpz,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,May_Jun,2015,1Zsra8OHCSwxSYJ3-KbiVw_N-Qk0DhfSg,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,Nov_Dec,2014,101QA8izZ6Cn1TG64DUz7u6SKUwSSNIxp,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Fund. of Microprocessor & Microcontroller,fund-of-microprocessor-and-microcontroller,PYQ,ENDSEM,May_Jun,2014,1rkyEPs7RqYws4Mxg4DcuC0M6p67TnOYk,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,May_Jun,2017,1jtf0xqDmKOurRoamrN-GQHRvYvtqqtGj,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,Nov_Dec,2016,1Mtllihtw0X9QlKi_IeS4wy0m25pPhAVE,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,May_Jun,2016,1nQqbjIOvIeOHOHkjt7sAK1dJOPH0fdD6,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,Nov_Dec,2015,1I91ES6gvw0Eb4MMoVbrGhMSa0uPfS-82,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,May_Jun,2015,1_7cLypyFonI0XnCa4BPXUPIzTXPrqftd,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,Nov_Dec,2014,1wYbqUQ8J_ujFRmbRwTV62BSj4fEyFiep,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,May_Jun,2014,1mC3HOkv9HZnXh5F4snJrJPOlqS_CK3Cd,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Analog & Digital Electronics,analog-and-digital-electronics,PYQ,ENDSEM,Nov_Dec,2013,1sV-wYkYLUIbk8nO-y0Kd90MtB18weih4,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,Nov_Dec,2016,1qmopmBExEjbhAGgya3qLg3Bpv2KcAY9e,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,May_Jun,2016,1ERDKSiNtnyHNofIXoE-GUI_sFXW4GAjR,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,Nov_Dec,2015,1qt71ZmAeTiQvCF4ypoaSHFiG_hm65G_-,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,May_Jun,2015,19JiVPIlegXkkjU1FhP5r3ZsvaHruVzIB,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,May_Jun,2014,1g0_PHUUeVyCAS9duMRyzbOGrSW2JPXJ6,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Measurments and Instrumentaion,electrical-measurments-and-instrumentaion,PYQ,ENDSEM,Nov_Dec,2013,1j9_Cwb2koMWyeVcSBRqOY_yo8S8qo9EK,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,May_Jun,2018,1JNesoGijOfrlks18bxm_jTvxafbijnh6,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,Nov_Dec,2017,1aLaYkJNn6vMpvbm_26QwzgpzCiJ_dlSt,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,May_Jun,2017,1c1O7v2zUy0E-WgNeDSsblckf9_uQTKbp,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,Nov_Dec,2016,1bXwYA2pIsUphggcEB5tgZfUm-4ayLcQV,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,May_Jun,2016,1SZUm659epLgdlhWmW_62NngO9inqPzjT,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,Nov_Dec,2015,1eyCr1W6YqYIlEaxaLiUYSrN8eKsX6Jya,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,May_Jun,2015,1J5wT4wPb-XNbHTLOhqPeRHNVUkadBOno,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,Nov_Dec,2014,1qZIkJ_hv7tiGDFKKMl-TEbOQRkH1l52n,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,May_Jun,2014,1seKgzNkctHfqJTo44As0ip_A4JzUo7O9,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Material Science,material-science,PYQ,ENDSEM,Nov_Dec,2013,1FhSrzAN4yYPp73kzXb_X6Ck7BLAQbcoW,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,May_Jun,2018,1XQg7HH7IO3_EQZqfnnLllZTQDyr1x8sy,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,Nov_Dec,2017,115XqYnKgDMrcMC8DBaLk_6WuSShQ4rb2,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,May_Jun,2017,1iQegImHLUx8IoI6_CBfJUj3UPLBO8Q0J,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,Nov_Dec,2016,1_EZwfYu6TDAo0MBcg-dA8N5AFi8tjsu7,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,May_Jun,2016,1QTO7DH_AM3kJ9rt4U9FYNUGc8LxyUmri,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,Nov_Dec,2015,1v6GWAYzKUSp65b8tB50Rk7BJjHq_07Xd,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,May_Jun,2015,169yrGTLBhj2HO3GVzkucreYMRPDNgWWL,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,Nov_Dec,2014,1DYMnDOP2OMAv3kktJHh24ddU1QG6QAs5,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,May_Jun,2014,1xC-lNaqff6OWht_uhAfUiqAv2SU4PDBQ,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Engineering Maths III,engineering-maths-iii,PYQ,ENDSEM,Nov_Dec,2013,1_EHUGDoEJHokvNwnvbeJyPzHw7_s2F4H,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2018,1Cj9kwaCdEft2AZvmkiiPbfbiD3RTHusU,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2017,1B9g6ZB4jHJarfW_grYTmOnxUt0kmQtKc,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,Nov_Dec,2016,1KrZcTmpit8l7HGR-Yl1RZoU7dnZwz4Sq,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2016,18HT6EzQEwDolxpUB2Kn8xnitr3s2pKCR,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,Nov_Dec,2015,1Td-uS8XANP8UT4do1ocRxhBv6KMaiiSs,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2015,1u1Tlum31mxCt5ANNK88IJckDMvE1Wg3Z,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,Nov_Dec,2014,1wXzXP0K4PvT7WA99Qnc4R5X-Pb76wZMn,FREE
Electrical Engineering,electrical-engineering,SE,2012 Pattern,Electrical Machines - I,electrical-machines-i,PYQ,ENDSEM,May_Jun,2014,1livjNppyph4qCi_ZjVyxKLvHzzw5jKYy,FREE
Electrical Engineering,electrical-engineering,ME,2012 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,Nov_Dec,2014,1yJg2-plzg-E2jwUwO08cGQxobvDxadvg,FREE
Electrical Engineering,electrical-engineering,ME,2012 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,Nov_Dec,2013,11YxzuU0r2LMcEQAw-MK5uU6Sht179h9M,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,May_Jun,2017,1BdrrebdGgS7_C8JK5hPpDwgMKoxiLetI,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,Nov_Dec,2016,1wQ3D3Pmi71l4p956oA1I79U0_de8Lrmw,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,May_Jun,2016,1drFEQHiPPlgTb4MsBdzlt66msTRyf4hb,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,Nov_Dec,2015,1SduXl_JU0KaCO7_0hEKIqgc3dN1qSBnu,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,Nov_Dec,2014,1aqG5DhBCGd92RidLT6akICkopl5jAvWl,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Computer Application In Power System,computer-application-in-power-system,PYQ,ENDSEM,May_Jun,2014,1NiPm9-BQFePeCW_WmDi2le8G8qj0mQYQ,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,Nov_Dec,2016,1w61yU9xFP6QZixFMiO7xn74t65Taf_tP,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,May_Jun,2016,1bk3yJS-t4S6NWN2spbKUtYmC98_3nj4q,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,Nov_Dec,2015,1WbZlJos3T4ZB1pFSyHZdCyWFjaoLYBha,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,May_Jun,2015,1Wdnl4pfdzPMQncEsamb129j2Lj4ARaC9,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,Nov_Dec,2014,1www-tqM4FSuBH7QpEJxA3tN3r9VaMOAB,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,May_Jun,2014,1xSkQNg5Tivokgw3LF7_dplzvTk-r62yG,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Research Methodology,research-methodology,PYQ,ENDSEM,Nov_Dec,2013,11Zq-ESUg3Mr3PBqvzPfauRsaVNg8Ppaq,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,Nov_Dec,2017,1Lcs-yPblmFaPSlbHVzY81xppMdk4cyJi,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,May_Jun,2017,1cL3l_GA4hG_DQ5KmjLyuKKhsMFMu8KtP,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,Nov_Dec,2016,1fb1dpwf6xWPwLL1FStEMfiyBpeE82iUs,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,May_Jun,2016,1ehxiJafYBdq_aMVuY8UGtACh064srwB6,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,Nov_Dec,2015,1gRW2WhxXLMShlI3VaWXFNB8rrfs1GRlw,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,May_Jun,2015,1WG1-aHqmj4XPKE1uOXftCEyW5TIlhmlz,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,Nov_Dec,2014,1zKI56vjhpznuzfPR9IBnXwwdWcD6qdHz,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Dynamcis,power-system-dynamcis,PYQ,ENDSEM,May_Jun,2014,1l7CcueLmMQM24nX-ZHK-P7NHM6yg7DpY,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,May_Jun,2017,1qb_lQ4-t2XFyqlh9LU0Fe406rlOpdq1w,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,May_Jun,2016,1ttPaf-xX8NkD3J5Fugnh69OLdT_QLYyx,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,Nov_Dec,2015,1mAvfrhpBY4023KTUJAPwKnlr3twxvMg_,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,May_Jun,2015,1YrvVWAKNkKb_x_Spnm0pYOhByIvlizFe,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,Nov_Dec,2014,1KwsEwdN0W7IgcT1fyXyceYCjdi7d6MB8,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power System Planning and Reliabilitty,power-system-planning-and-reliabilitty,PYQ,ENDSEM,May_Jun,2014,1oeqvYnyti1BzsCjIJFxoIkbz2zmNjV4b,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,May_Jun,2018,1pyaOMJVOEJK9EKbfeKeh_75fH6CdjfrI,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,Nov_Dec,2016,1DS2QJ3YaIpb5vXyU6Ldd-VUZ5J-2LMoH,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,May_Jun,2016,1l8Fe1QgpEH0spr4e3I6ZOy_fZzTIe74h,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,Nov_Dec,2015,1i6ToWQZ_VCli8PelyZ8PmXBUcd2OBeuR,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,Nov_Dec,2014,1LSM2HA8G_n2ej90XYnJODWnv75iGEPT3,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,May_Jun,2014,11EzGFCZ1hzzAvaUHOzlp137GXtw8GduW,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,Power Sector Economics Mgt,power-sector-economics-mgt,PYQ,ENDSEM,Nov_Dec,2013,1leuXuxyhDtASFi9YkpI9Vpm_y2MBaSxf,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,May_Jun,2018,132boJOV5uwAwJWwmowGXKbJQZgsVKuxI,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,Nov_Dec,2017,1RMlTPPuN-Bq32kdG2fXt42BHq968iEes,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,May_Jun,2017,1y8B8hDa2rI0XrxwMN2nqYY9KxDyb_sq5,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,May_Jun,2016,1tc12BWHtoyGj_FZBdJRFk48nH5Zlm9T1,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,Nov_Dec,2015,1nWMFae2IcOfjYmTzyQLlAYka1gwYmbGb,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,May_Jun,2015,1Cdnu27-1jIBf8bRdfS_T673atPZExUMM,FREE
Electrical Engineering,electrical-engineering,ME,2013 Course,HVDC and Flexible AC Transmission,hvdc-and-flexible-ac-transmission,PYQ,ENDSEM,Nov_Dec,2014,1iUPCS00dh-bd2ovgPzlugH5T_rNm4Kw5,FREE
